Four Digit Industries,Year,Capital productivity (2007=100),Capital productivity (percent change),Capital (2007=100),Capital (percent change),Capital costs (Million $),Capital costs (percent change),Capital cost share,Capital cost share (percent change),Capital intensity (2007=100),Capital intensity (percent change),Contribution of capital intensity (2007=100),Contribution of capital intensity (percent change),Labor productivity (2007=100),Labor productivity (percent change),Hours worked (2007=100),Hours worked (percent change),Labor compensation (Million $),Labor compensation (percent change),Labor cost share,Labor cost share (percent change),Hours worked (millions),Hours worked (percent change),Multifactor productivity (2007=100),Multifactor productivity (percent change),Combined inputs (2007=100),Combined inputs (percent change),Combined inputs costs (Million $),Combined inputs costs (percent change),Implicit combined inputs deflator (2007=100),Implicit combined inputs deflator (percent change),Intermediate purchases productivity (2007=100),Intermediate purchases productivity (percent change),Intermediate purchases (2007=100),Intermediate purchases (percent change),Intermediate purchases costs (Million $),Intermediate purchases costs (percent change),Intermediate purchases cost share,Intermediate purchases cost share (percent change),Intermediate purchases to hours ratio (2007=100),Intermediate purchases to hours ratio (percent change),Contribution of intermediate purchases intensity (2007=100),Contribution of intermediate purchases intensity (percent change),Output (2007=100),Output (percent change),Implicit output deflator (2007=100),Implicit output deflator (percent change),Value of production (Million $),Value of production (percent change),Unit labor costs (2007=100),Unit labor costs (percent change),Labor compensation (2007=100),Labor compensation (percent change),Hourly compensation (2007=100),Hourly compensation (percent change),Output per employee (2007=100),Output per employee (percent change),Employment (2007=100),Employment (percent change),Employment (thousands),Employment (percent change)
3364 - Aerospace product and parts manufacturing,2009,89.648,-5.3,100.717,-1.8,39996.738,0.4,0.259,6.1,99.761,-0.2,99.94,-0.1,89.434,-5.5,100.959,-1.6,41492.059,-1.3,0.269,4.3,1003.546,-1.6,96.014,-1.2,94.039,-5.9,154273.172,-5.4,100.68,0.5,103.313,3.4,87.396,-10.1,72784.376,-10.4,0.472,-5.2,86.566,-8.7,93.202,-4.3,90.291,-7.1,104.859,1.8,154273.172,-5.4,117.218,6.2,105.838,-1.3,104.833,0.3,89.617,-4.7,100.752,-2.4,495.4,-2.4
3364 - Aerospace product and parts manufacturing,2010,90.998,1.5,104.167,3.4,48836.691,22.1,0.298,15.1,107.435,7.7,102.026,2.1,97.764,9.3,96.958,-4,42787.752,3.1,0.261,-3,963.775,-4,102.13,6.4,92.813,-1.3,163721.105,6.1,108.258,7.5,111.302,7.7,85.164,-2.6,72096.662,-0.9,0.44,-6.8,87.836,1.5,93.824,0.7,94.789,5,106,1.1,163721.105,6.1,115.142,-1.8,109.143,3.1,112.567,7.4,96.818,8,97.905,-2.8,481.4,-2.8
3364 - Aerospace product and parts manufacturing,2011,87.436,-3.9,107.793,3.5,48976.123,0.3,0.293,-1.7,107.311,-0.1,101.991,0,93.828,-4,100.448,3.6,44952.133,5.1,0.268,2.7,998.474,3.6,100.138,-2,94.119,1.4,167438.815,2.3,109.179,0.9,112.059,0.7,84.106,-1.2,73510.559,2,0.439,-0.2,83.731,-4.7,91.87,-2.1,94.249,-0.6,109.029,2.9,167438.815,2.3,121.66,5.7,114.664,5.1,114.152,1.4,94.925,-2,99.288,1.4,488.2,1.4
3364 - Aerospace product and parts manufacturing,2012,92.715,6,110.39,2.4,49982.585,2.1,0.27,-7.8,107.728,0.4,102.102,0.1,99.88,6.5,102.471,2,47619.92,5.9,0.257,-4.1,1018.582,2,100.195,0.1,102.149,8.5,185174.787,10.6,111.252,1.9,104.387,-6.8,98.047,16.6,87572.282,19.1,0.473,7.7,95.682,14.3,97.633,6.3,102.348,8.6,111.036,1.8,185174.787,10.6,118.682,-2.4,121.468,5.9,118.539,3.8,100.528,5.9,101.81,2.5,500.6,2.5
3364 - Aerospace product and parts manufacturing,2013,94.896,2.4,112.145,1.6,54057.839,8.2,0.276,2.2,110.542,2.6,102.824,0.7,104.9,5,101.45,-1,48974.299,2.8,0.25,-2.7,1008.426,-1,101.653,1.5,104.691,2.5,195592.837,5.6,114.659,3.1,103.43,-0.9,102.891,4.9,92560.7,5.7,0.473,0,101.421,6,100.36,2.8,106.421,4,112.794,1.6,195592.837,5.6,117.386,-1.1,124.923,2.8,123.138,3.9,105.075,4.5,101.281,-0.5,498,-0.5
3364 - Aerospace product and parts manufacturing,2014,99.616,5,112.96,0.7,66122.295,22.3,0.314,13.8,112.536,1.8,103.368,0.5,112.104,6.9,100.377,-1.1,50023.505,2.1,0.238,-4.8,997.762,-1.1,107.089,5.3,105.077,0.4,210415.37,7.6,122.894,7.2,108.386,4.8,103.821,0.9,94269.569,1.8,0.448,-5.3,103.431,2,101.272,0.9,112.527,5.7,114.758,1.7,210415.37,7.6,113.395,-3.4,127.6,2.1,127.12,3.2,110.992,5.6,101.383,0.1,498.5,0.1
3364 - Aerospace product and parts manufacturing,2015,96.694,-2.9,115.661,2.4,66663.195,0.8,0.315,0.3,116.242,3.3,104.428,1,112.399,0.3,99.5,-0.9,51151.946,2.3,0.242,1.7,989.044,-0.9,105.989,-1,105.518,0.4,211665.27,0.6,123.108,0.2,107.998,-0.4,103.554,-0.3,93850.13,-0.4,0.443,-1.1,104.075,0.6,101.552,0.3,111.837,-0.6,116.152,1.2,211665.27,0.6,116.668,2.9,130.478,2.3,131.134,3.2,111.928,0.8,99.919,-1.4,491.3,-1.4
3364 - Aerospace product and parts manufacturing,2016,88.282,-8.7,116.851,1,55362.839,-17,0.281,-10.8,116.63,0.3,104.531,0.1,102.963,-8.4,100.19,0.7,50539.729,-1.2,0.256,5.8,995.902,0.7,98.274,-7.3,104.971,-0.5,197303.627,-6.8,115.353,-6.3,101.833,-5.7,101.302,-2.2,91401.06,-2.6,0.463,4.5,101.11,-2.8,100.23,-1.3,103.159,-7.8,117.379,1.1,197303.627,-6.8,124.969,7.1,128.916,-1.2,128.672,-1.9,103.201,-7.8,99.959,0,491.5,0
3364 - Aerospace product and parts manufacturing,2017,99.023,12.2,109.884,-6,67248.586,21.5,0.32,13.9,110.026,-5.7,102.717,-1.7,108.951,5.8,99.871,-0.3,47255.734,-6.5,0.225,-12.1,992.735,-0.3,104.252,6.1,104.373,-0.6,210178.109,6.5,123.584,7.1,104.297,2.4,104.328,3,95673.789,4.7,0.455,-1.7,104.462,3.3,101.743,1.5,108.811,5.5,118.543,1,210178.109,6.5,110.779,-11.4,120.54,-6.5,120.695,-6.2,109.077,5.7,99.756,-0.2,490.5,-0.2
3364 - Aerospace product and parts manufacturing,2018,103.023,4,111.695,1.6,78947.526,17.4,0.348,8.8,106.409,-3.3,101.577,-1.1,109.626,0.6,104.968,5.1,50877.849,7.7,0.224,-0.4,1043.394,5.1,109.094,4.6,105.479,1.1,227022.621,8,132.088,6.9,111.828,7.2,102.9,-1.4,97197.247,1.6,0.428,-5.9,98.031,-6.2,98.927,-2.8,115.072,5.8,121.077,2.1,227022.621,8,112.781,1.8,129.779,7.7,123.637,2.4,110.509,1.3,104.129,4.4,512,4.4
3364 - Aerospace product and parts manufacturing,2019,,,,,,,,,,,,,107.231,-2.2,107.475,2.4,54395.803,6.9,,,1068.314,2.4,,,,,,,,,,,,,,,,,,,,,115.246,0.2,123.451,2,231824.865,2.1,120.397,6.8,138.752,6.9,129.102,4.4,105.938,-4.1,108.786,4.5,534.9,4.5
3365 - Railroad rolling stock manufacturing,1987,30.504,,110.437,,82.852,,0.033,,124.754,,97.328,,38.056,,88.524,,935.811,,0.378,,50.878,,86.174,,39.093,,2476.067,,55.248,,128.154,,26.287,,1457.404,,0.589,,29.695,,45.373,,33.688,,64.112,,2476.067,,131.035,,44.144,,49.866,,36.68,,91.844,,25.9,
3365 - Railroad rolling stock manufacturing,1988,41.006,34.4,108.578,-1.7,88.707,7.1,0.027,-18.2,104.818,-16,96.819,-0.5,42.982,12.9,103.586,17,1090.934,16.6,0.33,-12.7,59.534,17,87.938,2,50.631,29.5,3307.872,33.6,56.989,3.2,121.718,-5,36.579,39.2,2128.231,46,0.643,9.2,35.313,18.9,50.484,11.3,44.524,32.2,64.806,1.1,3307.872,33.6,115.581,-11.8,51.461,16.6,49.679,-0.4,43.295,18,102.837,12,29,12
3365 - Railroad rolling stock manufacturing,1989,53.606,30.7,107.741,-0.8,241.425,172.2,0.053,96.3,94.975,-9.4,96.438,-0.4,50.912,18.4,113.441,9.5,1268.435,16.3,0.28,-15.2,65.198,9.5,90.521,2.9,63.803,26,4537.288,37.2,62.031,8.8,115.678,-5,49.928,36.5,3027.429,42.3,0.667,3.7,44.012,24.6,58.321,15.5,57.755,29.7,68.527,5.7,4537.288,37.2,103.599,-10.4,59.834,16.3,52.744,6.2,52.035,20.2,110.993,7.9,31.3,7.9
3365 - Railroad rolling stock manufacturing,1990,54.901,2.4,106.27,-1.4,100.599,-58.3,0.021,-60.4,99.143,4.4,96.592,0.2,54.431,6.9,107.188,-5.5,1348.102,6.3,0.283,1.1,61.605,-5.5,88.524,-2.2,65.907,3.3,4767.124,5.1,63.093,1.7,108.767,-6,53.641,7.4,3318.424,9.6,0.696,4.3,50.043,13.7,63.657,9.1,58.343,1,71.272,4,4767.124,5.1,108.996,5.2,63.592,6.3,59.327,12.5,53.074,2,109.929,-1,31,-1
3365 - Railroad rolling stock manufacturing,1991,52.824,-3.8,103.629,-2.5,54.058,-46.3,0.012,-42.9,107.721,8.7,96.723,0.1,56.902,4.5,96.202,-10.2,1328.415,-1.5,0.288,1.8,55.29,-10.3,87.633,-1,62.466,-5.2,4609.89,-3.3,64.373,2,105.37,-3.1,51.951,-3.2,3227.417,-2.7,0.7,0.6,54.002,7.9,67.132,5.5,54.741,-6.2,73.457,3.1,4609.89,-3.3,114.472,5,62.663,-1.5,65.137,9.8,55.132,3.9,99.291,-9.7,28,-9.7
3365 - Railroad rolling stock manufacturing,1992,51.872,-1.8,102.776,-0.8,73.637,36.2,0.016,33.3,111.702,3.7,96.772,0.1,57.942,1.8,92.009,-4.4,1307.668,-1.6,0.288,0,52.881,-4.4,88.25,0.7,60.41,-3.3,4543.825,-1.4,65.609,1.9,105.68,0.3,50.447,-2.9,3162.52,-2,0.696,-0.6,54.828,1.5,67.847,1.1,53.312,-2.6,74.345,1.2,4543.825,-1.4,115.705,1.1,61.685,-1.6,67.042,2.9,56.097,1.8,95.035,-4.3,26.8,-4.3
3365 - Railroad rolling stock manufacturing,1993,58.529,12.8,102.481,-0.3,317.29,330.9,0.061,281.3,100.044,-10.4,96.359,-0.4,58.555,1.1,102.436,11.3,1372.38,4.9,0.266,-7.6,58.873,11.3,90.914,3,65.976,9.2,5162.896,13.6,68.26,4,109.154,3.3,54.951,8.9,3473.226,9.8,0.673,-3.3,53.644,-2.2,66.841,-1.5,59.981,12.5,75.082,1,5162.896,13.6,107.929,-6.7,64.737,4.9,63.198,-5.7,58.327,4,102.837,8.2,29,8.2
3365 - Railroad rolling stock manufacturing,1994,70.356,20.2,102.215,-0.3,594.81,87.5,0.093,52.5,83.209,-16.8,94.996,-1.4,58.543,0,122.841,19.9,1536.296,11.9,0.241,-9.4,70.601,19.9,92.471,1.7,77.77,17.9,6382.113,23.6,71.583,4.9,109.613,0.4,65.608,19.4,4251.006,22.4,0.666,-1,53.409,-0.4,66.644,-0.3,71.914,19.9,77.411,3.1,6382.113,23.6,100.772,-6.6,72.469,11.9,58.994,-6.7,62.4,7,115.248,12.1,32.5,12.1
3365 - Railroad rolling stock manufacturing,1995,72.903,3.6,103.359,1.1,471.097,-20.8,0.067,-28,79.565,-4.4,94.655,-0.4,58.006,-0.9,129.904,5.7,1602.749,4.3,0.229,-5,74.66,5.7,88.983,-3.8,84.682,8.9,7002.141,9.7,72.127,0.8,103.525,-5.6,72.787,10.9,4928.295,15.9,0.704,5.7,56.031,4.9,68.868,3.3,75.352,4.8,81.057,4.7,7002.141,9.7,100.334,-0.4,75.604,4.3,58.2,-1.3,60.886,-2.4,123.759,7.4,34.9,7.4
3365 - Railroad rolling stock manufacturing,1996,69.798,-4.3,101.698,-1.6,638.211,35.5,0.095,41.8,82.285,3.4,94.914,0.3,57.433,-1,123.592,-4.9,1615.614,0.8,0.241,5.2,71.033,-4.9,91.372,2.7,77.686,-8.3,6716.559,-4.1,75.415,4.6,108.538,4.8,65.399,-10.2,4462.734,-9.4,0.664,-5.7,52.915,-5.6,66.225,-3.8,70.983,-5.8,82.536,1.8,6716.559,-4.1,107.364,7,76.211,0.8,61.663,6,59.932,-1.6,118.44,-4.3,33.4,-4.3
3365 - Railroad rolling stock manufacturing,1997,80.815,15.8,103.861,2.1,1047.26,64.1,0.134,41.1,87.546,6.4,95.59,0.7,70.751,23.2,118.636,-4,1739.666,7.7,0.223,-7.5,68.184,-4,101.12,10.7,83.006,6.8,7808.57,16.3,82.057,8.8,114.73,5.7,73.159,11.9,5021.644,12.5,0.643,-3.2,61.667,16.5,73.195,10.5,83.936,18.2,81.148,-1.7,7808.57,16.3,97.768,-8.9,82.062,7.7,69.172,12.2,73.968,23.4,113.475,-4.2,32,-4.2
3365 - Railroad rolling stock manufacturing,1998,85.24,5.5,107.679,3.7,1337.002,27.7,0.156,16.4,85.779,-2,95.307,-0.3,73.118,3.3,125.531,5.8,1895.75,9,0.222,-0.4,72.147,5.8,104.341,3.2,87.967,6,8548.567,9.5,84.767,3.3,117.724,2.6,77.967,6.6,5315.816,5.9,0.622,-3.3,62.109,0.7,73.526,0.5,91.785,9.4,81.241,0.1,8548.567,9.5,97.429,-0.3,89.425,9,71.238,3,74.165,0.3,123.759,9.1,34.9,9.1
3365 - Railroad rolling stock manufacturing,1999,92.714,8.8,109.597,1.8,1770.591,32.4,0.186,19.2,88.534,3.2,95.825,0.5,82.083,12.3,123.791,-1.4,2012.039,6.1,0.212,-4.5,71.147,-1.4,110.081,5.5,92.306,4.9,9494.857,11.1,89.726,5.9,120.463,2.3,84.35,8.2,5712.227,7.5,0.602,-3.2,68.139,9.7,77.814,5.8,101.611,10.7,81.508,0.3,9494.857,11.1,93.406,-4.1,94.911,6.1,76.67,7.6,81.174,9.5,125.177,1.1,35.3,1.1
3365 - Railroad rolling stock manufacturing,2000,87.376,-5.8,109.799,0.2,1801.185,1.7,0.2,7.5,96.029,8.5,97.343,1.6,83.906,2.2,114.34,-7.6,1942.246,-3.5,0.216,1.9,65.715,-7.6,112.39,2.1,85.361,-7.5,8997.379,-5.2,91.941,2.5,126.188,4.8,76.027,-9.9,5253.949,-8,0.584,-3,66.493,-2.4,76.694,-1.4,95.937,-5.6,81.806,0.4,8997.379,-5.2,95.498,2.2,91.618,-3.5,80.128,4.5,82.483,1.6,116.312,-7.1,32.8,-7.1
3365 - Railroad rolling stock manufacturing,2001,77.682,-11.1,106.876,-2.7,1394.313,-22.6,0.18,-10,114.626,19.4,100.671,3.4,89.044,6.1,93.239,-18.5,1898.921,-2.2,0.245,13.4,53.587,-18.5,112.019,-0.3,74.115,-13.2,7760.624,-13.7,91.336,-0.7,127.356,0.9,65.19,-14.3,4467.391,-15,0.576,-1.4,69.917,5.1,78.96,3,83.023,-13.5,81.536,-0.3,7760.624,-13.7,107.891,13,89.575,-2.2,96.07,19.9,84.218,2.1,98.582,-15.2,27.8,-15.2
3365 - Railroad rolling stock manufacturing,2002,74.704,-3.8,104.557,-2.2,1712.613,22.8,0.236,31.1,137.159,19.7,104.497,3.8,102.464,15.1,76.23,-18.2,1579.988,-16.8,0.218,-11,43.812,-18.2,118.496,5.8,65.917,-11.1,7257.381,-6.5,96.037,5.1,134.802,5.8,57.944,-11.1,3964.779,-11.3,0.546,-5.2,76.011,8.7,82.75,4.8,78.109,-5.9,81.047,-0.6,7257.381,-6.5,95.419,-11.6,74.53,-16.8,97.77,1.8,97.896,16.2,79.787,-19.1,22.5,-19.1
3365 - Railroad rolling stock manufacturing,2003,70.279,-5.9,102.167,-2.3,978.833,-42.8,0.146,-38.1,138.692,1.1,104.719,0.2,97.471,-4.9,73.665,-3.4,1522.445,-3.6,0.228,4.6,42.337,-3.4,107.674,-9.1,66.684,1.2,6687.434,-7.9,87.476,-8.9,119.023,-11.7,60.326,4.1,4186.156,5.6,0.626,14.7,81.893,7.7,86.445,4.5,71.802,-8.1,81.242,0.2,6687.434,-7.9,100.02,4.8,71.816,-3.6,97.49,-0.3,89.199,-8.9,80.496,0.9,22.7,0.9
3365 - Railroad rolling stock manufacturing,2004,77.079,9.7,99.081,-3,1126.729,15.1,0.154,5.5,118.804,-14.3,102.314,-2.3,91.573,-6.1,83.399,13.2,1525.084,0.2,0.208,-8.8,47.932,13.2,109.626,1.8,69.665,4.5,7320.024,9.5,91.655,4.8,122.405,2.8,62.392,3.4,4668.21,11.5,0.638,1.9,74.811,-8.6,81.643,-5.6,76.371,6.4,83.607,2.9,7320.024,9.5,94.199,-5.8,71.94,0.2,86.261,-11.5,84.789,-4.9,90.071,11.9,25.4,11.9
3365 - Railroad rolling stock manufacturing,2005,90.429,17.3,96.984,-2.1,998.488,-11.4,0.11,-28.6,102.969,-13.3,100.403,-1.9,93.115,1.7,94.187,12.9,1586.993,4.1,0.174,-16.3,54.132,12.9,102.133,-6.8,85.87,23.3,9108.02,24.4,92.52,0.9,106.371,-13.1,82.449,32.1,6522.539,39.7,0.716,12.2,87.538,17,90.804,11.2,87.702,14.8,90.588,8.3,9108.02,24.4,85.358,-9.4,74.861,4.1,79.481,-7.9,90.593,6.8,96.809,7.5,27.3,7.5
3365 - Railroad rolling stock manufacturing,2006,102.607,13.5,97.515,0.5,1439.464,44.2,0.132,20,98.188,-4.6,99.827,-0.6,100.748,8.2,99.315,5.4,1677.683,5.7,0.154,-11.5,57.079,5.4,105.747,3.5,94.62,10.2,10874.651,19.4,100.251,8.4,107.35,0.9,93.207,13,7757.505,18.9,0.713,-0.4,93.85,7.2,95.437,5.1,100.058,14.1,94.803,4.7,10874.651,19.4,79.093,-7.3,79.139,5.7,79.685,0.3,102.233,12.8,97.872,1.1,27.6,1.1
3365 - Railroad rolling stock manufacturing,2007,100,-2.5,100,2.5,653.111,-54.6,0.057,-56.8,100,1.8,100,0.2,100,-0.7,100,0.7,2119.928,26.4,0.185,20.1,57.473,0.7,100,-5.4,100,5.7,11464.225,5.4,100,-0.3,100,-6.8,100,7.3,8691.185,12,0.758,6.3,100,6.6,100,4.8,100,-0.1,100,5.5,11464.225,5.4,100,26.4,100,26.4,100,25.5,100,-2.2,100,2.2,28.2,2.2
3365 - Railroad rolling stock manufacturing,2008,116.995,17,100.932,0.9,1257.461,92.5,0.091,59.6,99.503,-0.5,99.963,0,116.413,16.4,101.436,1.4,2172.841,2.5,0.157,-15.1,58.298,1.4,109.683,9.7,107.66,7.7,13834.366,20.7,112.088,12.1,107.532,7.5,109.813,9.8,10404.064,19.7,0.752,-0.8,108.259,8.3,106.175,6.2,118.085,18.1,102.193,2.2,13834.366,20.7,86.799,-13.2,102.496,2.5,101.045,1,115.625,15.6,102.128,2.1,28.8,2.1
3365 - Railroad rolling stock manufacturing,2009,87.206,-25.5,101.744,0.8,1269.21,0.9,0.121,33,124.62,25.2,102.381,2.4,108.676,-6.6,81.643,-19.5,1927.015,-11.3,0.184,17.2,46.923,-19.5,106.071,-3.3,83.648,-22.3,10451.53,-24.5,108.988,-2.8,108.947,1.3,81.44,-25.8,7255.305,-30.3,0.694,-7.7,99.751,-7.9,100.073,-5.7,88.727,-24.9,102.75,0.5,10451.53,-24.5,102.449,18,90.9,-11.3,111.338,10.2,108.787,-5.9,81.56,-20.1,23,-20.1
3365 - Railroad rolling stock manufacturing,2010,81.756,-6.2,101.614,-0.1,1752.728,38.1,0.177,46.3,147.828,18.6,105.026,2.6,120.858,11.2,68.738,-15.8,1989.39,3.2,0.201,9.2,39.506,-15.8,117.843,11.1,70.497,-15.7,9882.835,-5.4,122.284,12.2,125.76,15.4,66.059,-18.9,6140.717,-15.4,0.621,-10.5,96.102,-3.7,97.65,-2.4,83.076,-6.4,103.768,1,9882.835,-5.4,112.96,10.3,93.842,3.2,136.521,22.6,123.302,13.3,67.376,-17.4,19,-17.4
3365 - Railroad rolling stock manufacturing,2011,93.409,14.3,104.403,2.7,2159.257,23.2,0.183,3.4,136.631,-7.6,103.545,-1.4,127.626,5.6,76.412,11.2,2126.267,6.9,0.181,-10,43.917,11.2,123.014,4.4,79.277,12.5,11769.23,19.1,129.495,5.9,127.471,1.4,76.505,15.8,7483.706,21.9,0.636,2.4,100.122,4.2,100.198,2.6,97.522,17.4,105.269,1.4,11769.23,19.1,102.847,-9,100.299,6.9,131.26,-3.9,129.114,4.7,75.532,12.1,21.3,12.1
3365 - Railroad rolling stock manufacturing,2012,115.598,23.8,107.954,3.4,2175.531,0.8,0.14,-23.5,118.458,-13.3,101.184,-2.3,136.935,7.3,91.133,19.3,2374.832,11.7,0.153,-15.5,52.377,19.3,118.453,-3.7,105.352,32.9,15572.668,32.3,128.936,-0.4,112.499,-11.7,110.928,45,11022.305,47.3,0.708,11.3,121.721,21.6,114.25,14,124.793,28,108.85,3.4,15572.668,32.3,89.768,-12.7,112.024,11.7,122.924,-6.4,147.245,14,84.752,12.2,23.9,12.2
3365 - Railroad rolling stock manufacturing,2013,128.28,11,112.714,4.4,3158.281,45.2,0.172,22.9,115.373,-2.6,100.769,-0.4,148.001,8.1,97.695,7.2,2427.2,2.2,0.132,-13.7,56.148,7.2,121.21,2.3,119.288,13.2,18393.219,18.1,134.498,4.3,111.819,-0.6,129.306,16.6,12807.738,16.2,0.696,-1.7,132.357,8.7,121.171,6.1,144.589,15.9,110.963,1.9,18393.219,18.1,79.186,-11.8,114.494,2.2,117.196,-4.7,162.446,10.3,89.007,5,25.1,5
3365 - Railroad rolling stock manufacturing,2014,140.908,9.8,116.805,3.6,3524.899,11.6,0.166,-3.5,113.924,-1.3,100.554,-0.2,160.528,8.5,102.529,4.9,2544.117,4.8,0.12,-9.1,58.927,4.9,122.115,0.7,134.782,13,21192.198,15.2,137.151,2,108.896,-2.6,151.142,16.9,15123.182,18.1,0.714,2.6,147.414,11.4,130.733,7.9,164.588,13.8,112.314,1.2,21192.198,15.2,72.915,-7.9,120.01,4.8,117.049,-0.1,170.639,5,96.454,8.4,27.2,8.4
3365 - Railroad rolling stock manufacturing,2015,128.858,-8.6,117.907,0.9,2450.094,-30.5,0.123,-25.9,105.884,-7.1,99.496,-1.1,136.44,-15,111.354,8.6,2619.906,3,0.131,9.2,63.999,8.6,110.901,-9.2,136.998,1.6,19953.181,-5.8,127.044,-7.4,99.894,-8.3,152.093,0.6,14883.181,-1.6,0.746,4.5,136.584,-7.3,123.652,-5.4,151.932,-7.7,114.556,2,19953.181,-5.8,81.342,11.6,123.585,3,110.983,-5.2,143.294,-16,106.028,9.9,29.9,9.9
3365 - Railroad rolling stock manufacturing,2016,96.468,-25.1,113.521,-3.7,643.283,-73.7,0.044,-64.2,110.367,4.2,99.841,0.3,106.469,-22,102.858,-7.6,2439.059,-6.9,0.168,28.2,59.116,-7.6,98.452,-11.2,111.234,-18.8,14501.378,-27.3,113.718,-10.5,92.649,-7.3,118.201,-22.3,11419.036,-23.3,0.787,5.5,114.917,-15.9,108.315,-12.4,109.512,-27.9,115.505,0.8,14501.378,-27.3,105.06,29.2,115.054,-6.9,111.857,0.8,116.979,-18.4,93.617,-11.7,26.4,-11.7
3365 - Railroad rolling stock manufacturing,2017,94.933,-1.6,116.253,2.4,1947.123,202.7,0.133,202.3,127.199,15.3,101.107,1.3,120.755,13.4,91.395,-11.1,2666.361,9.3,0.182,8.3,52.527,-11.1,113.874,15.7,96.917,-12.9,14615.73,0.8,131.545,15.7,109.782,18.5,100.529,-15,10002.246,-12.4,0.684,-13.1,109.994,-4.3,104.881,-3.2,110.363,0.8,115.519,0,14615.73,0.8,113.966,8.5,125.776,9.3,137.619,23,138.939,18.8,79.433,-15.2,22.4,-15.2
3365 - Railroad rolling stock manufacturing,2018,77.685,-18.2,115.032,-1.1,665.785,-65.8,0.057,-57.1,120.309,-5.4,100.574,-0.5,93.462,-22.6,95.614,4.6,2764.543,3.7,0.235,29.1,54.953,4.6,106.975,-6.1,83.536,-13.8,11772.335,-19.5,122.926,-6.6,111.368,1.4,80.242,-20.2,8342.006,-16.6,0.709,3.7,83.922,-23.7,86.869,-17.2,89.363,-19,114.91,-0.5,11772.335,-19.5,145.929,28,130.407,3.7,136.389,-0.9,109.093,-21.5,81.915,3.1,23.1,3.1
3365 - Railroad rolling stock manufacturing,2019,,,,,,,,,,,,,97.372,4.2,90.019,-5.9,3002.266,8.6,,,51.737,-5.9,,,,,,,,,,,,,,,,,,,,,87.653,-1.9,116.003,1,11656.938,-1,161.569,10.7,141.621,8.6,157.323,15.3,101.721,-6.8,86.17,5.2,24.3,5.2
3366 - Ship and boat building,1987,75.729,,108.211,,1667.552,,0.121,,98.336,,99.891,,74.469,,110.041,,5246.138,,0.381,,362.515,,101.247,,80.938,,13757.99,,59.547,,134.799,,60.792,,6844.3,,0.497,,55.245,,73.632,,81.947,,58.813,,13757.99,,73.033,,59.849,,54.387,,76.054,,107.749,,175.2,
3366 - Ship and boat building,1988,78.003,3,109.365,1.1,1630.844,-2.2,0.111,-8.3,94.286,-4.1,99.404,-0.5,73.546,-1.2,115.993,5.4,5493.506,4.7,0.375,-1.6,382.121,5.4,100.652,-0.6,84.755,4.7,14664.751,6.6,60.613,1.8,133.574,-0.9,63.865,5.1,7540.402,10.2,0.514,3.4,55.06,-0.3,73.508,-0.2,85.308,4.1,60.22,2.4,14664.751,6.6,73.464,0.6,62.671,4.7,54.03,-0.7,75.304,-1,113.284,5.1,184.2,5.1
3366 - Ship and boat building,1989,76.78,-1.6,108.875,-0.4,1643.726,0.8,0.11,-0.9,93.902,-0.4,99.359,0,72.098,-2,115.946,0,5432.666,-1.1,0.364,-2.9,381.967,0,98.343,-2.3,85.003,0.3,14942.317,1.9,61.58,1.6,129.999,-2.7,64.304,0.7,7865.925,4.3,0.526,2.3,55.46,0.7,73.785,0.4,83.595,-2,62.617,4,14942.317,1.9,74.14,0.9,61.977,-1.1,53.453,-1.1,74.195,-1.5,112.669,-0.5,183.2,-0.5
3366 - Ship and boat building,1990,79.052,3,109.216,0.3,1935.217,17.7,0.121,10,97.525,3.9,99.795,0.4,77.095,6.9,111.988,-3.4,5865.76,8,0.367,0.8,368.927,-3.4,102.29,4,84.404,-0.7,15968.508,6.9,66.276,7.6,132.908,2.2,64.96,1,8167.531,3.8,0.511,-2.9,58.006,4.6,75.524,2.4,86.337,3.3,64.792,3.5,15968.508,6.9,77.508,4.5,66.917,8,59.754,11.8,78.779,6.2,109.594,-2.7,178.2,-2.7
3366 - Ship and boat building,1991,71.073,-10.1,108.217,-0.9,1643.503,-15.1,0.11,-9.1,101.439,4,100.251,0.5,72.095,-6.5,106.682,-4.7,5807.025,-1,0.39,6.3,351.449,-4.7,98.475,-3.7,78.104,-7.5,14885.73,-6.8,66.766,0.7,132.832,-0.1,57.903,-10.9,7435.202,-9,0.499,-2.3,54.276,-6.4,73.028,-3.3,76.913,-10.9,67.799,4.6,14885.73,-6.8,86.133,11.1,66.247,-1,62.098,3.9,73.435,-6.8,104.736,-4.4,170.3,-4.4
3366 - Ship and boat building,1992,73.579,3.5,105.728,-2.3,1823.904,11,0.119,8.2,106.329,4.8,100.793,0.5,78.235,8.5,99.435,-6.8,6053.19,4.2,0.394,1,327.573,-6.8,103.062,4.7,75.481,-3.4,15373.213,3.3,71.348,6.9,135.422,1.9,57.445,-0.8,7496.119,0.8,0.488,-2.2,57.771,6.4,75.313,3.1,77.793,1.1,69.228,2.1,15373.213,3.3,88.769,3.1,69.056,4.2,69.448,11.8,78.468,6.9,99.139,-5.3,161.2,-5.3
