naics4,year,sd,d7525,d9010,d9990,d1001,sd*,d7525*,d9010*,d9990*,d1001*
3118,2007,0.4672,0.5094,1.142,0.7346,0.3535,0.4712,0.7522,1.212,0.5788,0.1691
3118,2008,0.4586,0.4872,1.171,0.6493,0.433,0.4861,0.732,1.268,0.3686,0.3917
3118,2009,0.4271,0.4533,1.097,0.7954,0.3365,0.4508,0.6509,1.181,0.488,0.2116
3118,2010,0.429,0.4935,1.048,0.8203,0.3343,0.4404,0.5906,1.172,0.5819,0.1743
3118,2011,0.4246,0.476,1.004,0.8248,0.3777,0.4549,0.5873,1.191,0.5866,0.1634
3118,2012,0.4335,0.5838,1.041,0.7668,0.332,0.4333,0.6285,1.086,0.6465,0.1815
3118,2013,0.4301,0.4813,1.077,0.6941,0.3278,0.4256,0.6252,1.016,0.6688,0.2378
3118,2014,0.4411,0.4143,1.061,0.7383,0.4837,0.4221,0.6338,1.035,0.6343,0.145
3118,2015,0.4075,0.4258,1.09,0.4981,0.3573,0.4089,0.5727,0.9914,0.6959,0.1545
3118,2016,0.4082,0.4307,1.026,0.5559,0.4603,0.4184,0.5779,1.028,0.6532,0.1996
3118,2017,0.3598,0.4179,0.8452,0.6286,0.437,0.3718,0.5595,0.9104,0.568,0.1933
3118,2018,0.4343,0.3821,1.003,0.9046,0.4077,0.4019,0.6212,1.041,0.4496,0.16
3118,2019,0.3521,0.2331,0.7579,0.8516,0.4659,0.3823,0.5627,0.9673,0.5103,0.1836
3118,2020,0.3556,0.2981,0.9072,0.629,0.4915,0.4313,0.6255,1.088,0.5975,0.1989
3119,1987,0.3806,0.4623,0.8745,0.7883,0.249,0.4313,0.5288,1.093,0.6222,0.2127
3119,1988,0.4307,0.5466,1.039,0.709,0.1776,0.45,0.5878,1.148,0.5663,0.2537
3119,1989,0.4097,0.5268,1.039,0.591,0.2578,0.416,0.5416,1.018,0.7912,0.1797
3119,1990,0.3996,0.4855,0.977,0.7422,0.2108,0.3984,0.4449,1.095,0.6115,0.2229
3119,1991,0.4144,0.4508,0.9562,0.8509,0.1772,0.4264,0.5309,1.136,0.7291,0.2072
3119,1992,0.3876,0.4525,0.9067,0.7354,0.2838,0.4317,0.5373,1.063,0.8288,0.1885
3119,1993,0.3744,0.3297,0.8797,0.8083,0.2461,0.4712,0.6379,1.2,0.8884,0.08739
3119,1994,0.4337,0.3401,1.192,0.661,0.2255,0.4753,0.6356,1.315,0.638,0.2064
3119,1995,0.4099,0.39,1.046,0.7101,0.2738,0.5144,0.5889,1.351,0.8994,0.1175
3119,1996,0.406,0.3888,0.9524,0.9005,0.3594,0.4957,0.6091,1.208,0.8502,0.2781
3119,1997,0.466,0.5217,1.247,0.7599,0.2288,0.4104,0.5302,1.06,0.5224,0.1572
3119,1998,0.4014,0.3647,0.8892,1.186,0.3116,0.4672,0.4941,1.157,1.254,0.2226
3119,1999,0.3306,0.3878,0.7933,0.4468,0.4403,0.3706,0.5268,0.8772,0.5407,0.3574
3119,2000,0.3809,0.4219,0.909,0.7291,0.271,0.3941,0.4415,0.9287,0.6485,0.2769
3119,2001,0.4186,0.4094,0.9231,1.098,0.3506,0.4977,0.5877,1.241,1.242,0.3215
3119,2002,0.4859,0.4597,1.004,1.052,0.3438,0.5132,0.5374,1.183,1.423,0.3
3119,2003,0.4532,0.3349,1.078,1.038,0.2779,0.4916,0.5788,1.289,0.9649,0.2009
3119,2004,0.4793,0.2838,1.012,1.145,0.3226,0.5319,0.5531,1.37,1.098,0.1385
3119,2005,0.4714,0.3832,1.009,1.111,0.5613,0.5448,0.5087,1.429,1.125,0.1834
3119,2006,0.4502,0.3688,0.9473,1.259,0.3491,0.4993,0.5455,1.352,0.7411,0.1498
3119,2007,0.4789,0.2835,0.9824,1.336,0.2876,0.5133,0.4979,1.347,1.164,0.1905
3119,2008,0.6,0.572,1.462,1.2,0.1821,0.4976,0.4234,1.254,1.191,0.1585
3119,2009,0.5646,0.4889,1.303,1.242,0.3071,0.4825,0.4639,1.285,0.9719,0.1946
3119,2010,0.5002,0.4451,1.167,1.015,0.2174,0.4753,0.5011,1.244,0.7759,0.1814
3119,2011,0.5102,0.6151,1.26,0.7478,0.2492,0.4844,0.5261,1.183,0.9962,0.1069
3119,2012,0.4675,0.4891,1.317,0.7848,0.1033,0.4602,0.6141,1.147,0.6098,0.09368
3119,2013,0.4504,0.5094,1.143,0.7474,0.2446,0.4583,0.5373,1.243,0.7385,0.145
3119,2014,0.4243,0.4675,0.9916,0.8832,0.3237,0.4539,0.561,1.216,0.6968,0.1098
3119,2015,0.4243,0.4411,1.124,0.6144,0.2701,0.4641,0.5529,1.116,0.7535,0.2105
3119,2016,0.5703,0.5199,1.296,1.276,0.4263,0.5211,0.7009,1.187,1.181,0.1997
3119,2017,0.466,0.4732,1.054,1.203,0.3633,0.4909,0.6001,1.138,0.9919,0.1242
3119,2018,0.5901,0.5336,1.54,0.9501,0.4201,0.5227,0.6453,1.265,0.9676,0.09143
3119,2019,0.4974,0.4711,1.216,0.7581,0.3885,0.5512,0.6939,1.36,0.9753,0.1162
3119,2020,0.5276,0.5294,1.448,0.5153,0.4336,0.556,0.7281,1.394,0.9173,0.1545
3121,1987,0.5564,0.7198,1.572,0.3723,0.3055,0.3252,0.4656,0.7343,0.6177,0.3254
3121,1988,0.6077,0.9593,1.52,0.5774,0.2276,0.3288,0.4845,0.7271,0.7134,0.247
3121,1989,0.4691,0.6802,1.175,0.6552,0.1867,0.328,0.4804,0.7538,0.485,0.236
3121,1990,0.5007,0.6376,1.264,0.6055,0.2849,0.3377,0.479,0.808,0.3868,0.2519
3121,1991,0.5088,0.6741,1.283,0.6619,0.3644,0.3605,0.5337,0.868,0.4006,0.315
3121,1992,0.4977,0.7292,1.312,0.5949,0.2349,0.3655,0.5219,0.9532,0.3993,0.2446
3121,1993,0.5525,0.7954,1.392,0.8207,0.3957,0.3792,0.6166,0.9247,0.4142,0.2002
3121,1994,0.4587,0.5873,1.157,0.5542,0.4116,0.3891,0.6707,0.9671,0.4117,0.2676
3121,1995,0.4501,0.6222,1.248,0.4068,0.2994,0.3944,0.6608,1.004,0.4219,0.3072
3121,1996,0.4786,0.6294,1.341,0.4845,0.1889,0.3907,0.7082,1.006,0.2351,0.2104
3121,1997,0.4836,0.8023,1.246,0.6109,0.3256,0.389,0.6202,0.9849,0.2746,0.3313
3121,1998,0.4817,0.6836,1.331,0.5306,0.2127,0.3832,0.5804,0.9896,0.3021,0.2039
3121,1999,0.6178,0.9621,1.626,0.3881,0.3862,0.4352,0.6647,1.123,0.4121,0.2601
3121,2000,0.6607,1.185,1.697,0.3244,0.3885,0.4259,0.7038,1.024,0.5104,0.2982
3121,2001,0.6366,1.028,1.695,0.5608,0.5042,0.4083,0.6243,0.9938,0.5452,0.3338
3121,2002,0.6332,0.89,1.685,0.5514,0.5285,0.4673,0.684,1.109,0.6464,0.5179
3121,2003,0.7057,1.07,1.89,0.475,0.3369,0.4925,0.708,1.191,0.7268,0.554
3121,2004,0.6453,1.074,1.728,0.3767,0.2589,0.4593,0.7208,1.115,0.6943,0.1423
3121,2005,0.676,1.088,1.851,0.4522,0.4112,0.4657,0.6995,1.114,0.7345,0.1738
3121,2006,0.6764,0.9301,1.828,0.4835,0.4848,0.4471,0.6296,1.109,0.7891,0.1622
3121,2007,0.7038,1.167,1.87,0.4059,0.3934,0.4817,0.6738,1.165,0.8256,0.2367
3121,2008,0.7121,1.098,1.924,0.5853,0.4705,0.5168,0.7143,1.248,0.7559,0.3277
3121,2009,0.7361,1.087,1.927,1.261,0.4222,0.5356,0.7787,1.179,0.9058,0.3882
3121,2010,0.7175,0.8749,1.84,1.145,0.5456,0.5249,0.732,1.26,0.86,0.2211
3121,2011,0.7237,0.8953,1.953,0.8552,0.9994,0.5458,0.8081,1.336,0.7917,0.3394
3121,2012,0.62,0.8584,1.709,0.364,0.4247,0.5342,0.9201,1.332,0.6781,0.1805
3121,2013,0.6254,0.6644,1.753,0.5081,0.5162,0.5001,0.7718,1.232,0.6435,0.1671
3121,2014,0.5946,0.7355,1.6,0.4525,0.477,0.5342,0.8741,1.289,0.6126,0.2394
3121,2015,0.5939,0.8109,1.638,0.5065,0.4163,0.5403,0.7816,1.38,0.6379,0.1652
3121,2016,0.6025,0.7603,1.587,0.6992,0.47,0.5893,0.9553,1.528,0.5283,0.1234
3121,2017,0.5583,0.8258,1.386,0.696,0.4104,0.5458,0.8433,1.445,0.494,0.1226
3121,2018,0.5681,0.6974,1.534,0.5318,0.5253,0.6062,0.9432,1.526,0.5737,0.3281
3121,2019,0.6187,0.6767,1.763,0.4698,0.4993,0.6589,1.053,1.632,0.5564,0.3974
3121,2020,0.5831,0.7524,1.609,0.4424,0.4926,0.5691,0.9297,1.411,0.6255,0.3107
3122,1987,0.6783,0.8447,1.73,0.3846,0.3065,0.9665,2.029,2.185,0.0429,0.1731
3122,1988,0.7735,1.282,2.097,0.4831,0.2152,0.9381,2.017,2.146,0.01058,0.2152
3122,1989,0.7609,1.445,1.899,0.3432,0.2305,0.8823,1.811,2.101,0.01122,0.1646
3122,1990,0.8518,1.351,2.143,0.2518,0.3093,0.8348,1.666,2.094,0.06574,0.2163
3122,1991,0.7844,1.511,1.98,0.684,0.128,0.8168,1.706,1.972,0.2209,0.2625
3122,1992,0.9059,1.765,2.232,0.6072,0.5886,0.8716,1.718,1.995,0.4257,0.3989
3122,1993,0.842,1.478,2.117,0.5672,0.2877,0.8419,1.587,1.996,0.4818,0.2316
3122,1994,0.6683,0.9591,1.741,0.4036,0.1581,0.9124,1.767,2.128,0.04181,0.2475
3122,1995,0.8117,1.416,2.076,0.6605,0.1629,0.9446,1.985,2.145,0.06704,0.1629
3122,1996,0.7627,1.513,1.985,0.6787,0.186,0.9154,1.815,2.11,0.1453,0.09998
3122,1997,0.5747,0.572,1.494,0.6322,0.2338,0.9343,1.818,2.197,0.06215,0.08181
3122,1998,0.5828,0.3909,1.673,0.8692,0.3877,1.023,2.011,2.286,0.4486,0.1953
3122,1999,0.9437,1.564,2.453,0.5918,S,1.065,2.223,2.567,S,0.1
3122,2000,0.856,1.27,2.15,0.8714,0.4049,1.046,2.139,2.458,0.04259,0.07657
3122,2001,0.9288,1.869,2.361,0.5673,0.1757,1.056,2.158,2.498,S,0.1309
3122,2002,0.6398,1.003,1.686,0.6285,0.2125,0.6789,0.9199,1.735,0.4625,0.329
3122,2003,0.8042,1.214,2.107,0.4865,0.1892,0.6523,0.2874,1.624,0.8902,0.2631
3122,2004,0.8624,1.261,2.501,0.5274,0.1932,0.6911,0.9046,1.801,0.5697,0.3232
3122,2005,0.7789,1.364,1.755,1.326,0.2727,0.6087,0.369,1.703,0.683,0.3243
3122,2006,0.7571,1.21,1.915,0.8558,0.4386,0.6298,0.3977,1.254,0.9256,0.981
3122,2007,0.7058,1.312,1.713,0.7041,0.804,0.6229,0.6186,1.559,0.82,0.8425
3122,2008,0.9277,1.279,1.844,1.463,0.7498,0.6361,0.9644,1.488,0.9957,0.9099
3122,2009,0.9569,1.436,2.52,0.8514,0.5671,0.6504,0.8975,1.716,0.7388,0.7511
3122,2010,0.8286,1.039,2.139,1.065,1.183,0.7112,0.9461,1.934,0.865,0.3088
3122,2011,0.6166,0.256,1.565,1.29,0.9554,0.7092,0.791,1.632,0.6193,1.233
3122,2012,0.6773,0.6629,1.749,1.359,0.4604,0.6166,0.7679,1.618,0.07729,0.4886
3122,2013,0.6306,0.9438,1.796,0.6976,0.09695,0.6144,0.5016,1.87,S,0.3159
3122,2014,0.8104,1.193,2.144,0.4468,0.3467,0.7009,0.8018,2.168,S,0.1829
3122,2015,0.6581,0.994,1.619,0.7516,0.4105,0.6652,0.6462,1.942,0.02278,0.5194
3122,2016,0.7632,0.9802,2.239,0.3151,0.2,0.6689,0.4237,1.963,0.02893,0.5131
3122,2017,0.767,0.8022,2.064,0.9377,0.5014,0.7378,0.8546,2.022,S,0.7174
3122,2018,1.03,1.879,2.94,S,0.4464,0.7685,0.9578,2.147,0.3449,0.5292
3122,2019,0.912,1.253,2.716,0.4725,0.3717,0.7413,0.7569,2.072,0.3624,0.3562
3122,2020,1.049,1.53,2.745,0.576,0.7853,0.7227,0.7959,1.968,0.2849,0.7
3131,1987,0.3009,0.4303,0.7138,0.687,0.06407,0.2105,0.226,0.5511,0.3504,0.06044
3131,1988,0.3755,0.4827,0.937,0.6398,0.1333,0.1735,0.06308,0.3241,0.5395,0.1176
3131,1989,0.3232,0.2751,0.9024,0.3879,0.1688,0.2187,0.2546,0.4465,0.4886,0.1442
3131,1990,0.3211,0.3343,0.8046,0.3251,0.2929,0.2491,0.2563,0.4807,0.4679,0.2899
3131,1991,0.3051,0.2667,0.7362,0.6471,0.1527,0.1782,0.1998,0.3925,0.3662,0.2256
3131,1992,0.3491,0.3062,0.8744,0.7145,0.1027,0.1732,0.215,0.4067,0.2021,0.1031
3131,1993,0.2621,0.3092,0.7512,0.1665,0.09743,0.1691,0.19,0.4186,0.2977,0.1032
3131,1994,0.2326,0.1973,0.5773,0.3579,0.1872,0.173,0.1632,0.4062,0.3963,0.1494
3131,1995,0.2587,0.2458,0.5391,0.7437,0.1936,0.1782,0.1703,0.3998,0.3622,0.1376
3131,1996,0.2844,0.2422,0.835,0.1756,0.3728,0.1699,0.2272,0.3999,0.3526,0.1355
3131,1997,0.3297,0.3283,0.7091,0.7072,0.154,0.2368,0.3281,0.5227,0.4435,0.1426
3131,1998,0.2918,0.3445,0.6599,0.7904,0.196,0.2344,0.3375,0.5469,0.4214,0.09529
3131,1999,0.2336,0.2624,0.5931,0.3713,0.2776,0.2343,0.3943,0.5862,0.2849,0.08102
3131,2000,0.3258,0.2894,0.6885,1.046,0.2981,0.2414,0.4129,0.6042,0.2382,0.06293
3131,2001,0.3515,0.3018,0.7908,0.8561,0.3634,0.2699,0.3674,0.6255,0.2363,0.4401
3131,2002,0.236,0.2519,0.684,0.1963,0.1634,0.234,0.3392,0.6108,0.2066,0.1846
3131,2003,0.3674,0.2248,1.146,0.6417,0.1264,0.2159,0.2583,0.5715,0.1528,0.1172
3131,2004,0.2652,0.2266,0.4692,1.018,0.186,0.2248,0.233,0.5325,0.4952,0.1776
3131,2005,0.2715,0.1776,0.5492,0.9298,0.1761,0.2135,0.2737,0.5279,0.4538,0.1805
3131,2006,0.2979,0.3266,0.7799,0.659,0.1732,0.1964,0.2409,0.4581,0.4183,0.1278
3131,2007,0.3073,0.3106,0.5492,1.168,0.4159,0.2242,0.2005,0.4352,0.4792,0.2531
3131,2008,0.2764,0.2489,0.3725,1.298,0.2135,0.2429,0.2132,0.3679,1.019,0.1875
3131,2009,0.4076,0.2505,0.6361,1.078,0.2829,0.2726,0.2038,0.387,1.144,0.3118
3131,2010,0.3109,0.2578,0.436,1.342,0.1654,0.214,0.1648,0.3248,1.168,0.1358
3131,2011,0.3368,0.2498,0.6381,1.157,0.2173,0.2481,0.2594,0.4709,0.8398,0.1843
3131,2012,0.3616,0.3718,0.9048,0.2759,0.2996,0.1915,0.2077,0.3881,0.6806,0.158
3131,2013,0.2263,0.2182,0.4898,0.6431,S,0.1553,0.1973,0.3089,0.414,0.149
3131,2014,0.2522,0.2119,0.5135,0.6009,0.0911,0.1679,0.1855,0.2878,0.6651,0.1484
3131,2015,0.2306,0.2225,0.3752,0.7342,0.1677,0.1864,0.2461,0.3783,0.6572,0.126
3131,2016,0.2667,0.2386,0.6257,0.9019,0.1033,0.2011,0.2349,0.3607,0.6219,0.1456
3131,2017,0.2106,0.2054,0.4642,0.4035,0.1515,0.1687,0.2103,0.364,0.5148,0.1405
3131,2018,0.3492,0.2545,0.7371,0.7716,0.4126,0.1983,0.2003,0.308,0.6786,0.1166
3131,2019,0.158,0.1515,0.364,0.4116,0.1271,0.1516,0.2426,0.3323,0.4975,0.1115
3131,2020,0.2123,0.1928,0.4947,0.8359,0.1329,0.131,0.2138,0.3343,0.1835,0.05188
3132,1987,0.3414,0.4238,0.9561,0.365,0.2136,0.2338,0.2701,0.5515,0.4495,0.2227
3132,1988,0.3652,0.4648,0.9878,0.5967,0.2947,0.245,0.2585,0.6024,0.507,0.1499
3132,1989,0.3542,0.4454,0.8047,0.4561,0.3949,0.2621,0.2912,0.578,0.5917,0.2999
3132,1990,0.3847,0.431,0.9549,0.713,0.393,0.2593,0.29,0.5788,0.6333,0.2012
3132,1991,0.3321,0.4109,0.8098,0.5889,0.2326,0.2682,0.2975,0.617,0.5464,0.2405
3132,1992,0.3214,0.3847,0.8349,0.3623,0.2751,0.2348,0.2665,0.5783,0.5317,0.1604
3132,1993,0.3505,0.4347,0.8734,0.4478,0.2807,0.2465,0.3157,0.5982,0.4599,0.1375
3132,1994,0.3323,0.3237,0.7576,0.9513,0.2111,0.25,0.3382,0.5758,0.5954,0.1832
3132,1995,0.3701,0.4033,0.8237,0.7583,0.2762,0.2818,0.304,0.648,0.5985,0.317
3132,1996,0.398,0.4898,0.944,0.651,0.2538,0.2898,0.3297,0.6626,0.7459,0.2399
3132,1997,0.3977,0.5236,0.9209,0.6843,0.2436,0.2435,0.2573,0.5485,0.5023,0.1659
3132,1998,0.4071,0.4297,1.033,0.4183,0.3241,0.2399,0.2687,0.5471,0.4822,0.2827
3132,1999,0.3327,0.415,0.7485,0.6747,0.27,0.2446,0.2808,0.5538,0.4755,0.249
3132,2000,0.4607,0.5259,0.9976,0.9183,0.4745,0.246,0.2017,0.5478,0.501,0.2692
3132,2001,0.3476,0.528,0.8481,0.4332,0.2545,0.2596,0.2705,0.5938,0.4582,0.382
3132,2002,0.3643,0.4117,1.099,0.1766,0.1825,0.2208,0.2362,0.473,0.5464,0.2069
3132,2003,0.4345,0.5092,1.152,0.3167,0.301,0.3198,0.2851,0.6032,0.8144,0.3285
3132,2004,0.4806,0.7161,1.182,0.6677,0.3881,0.3085,0.2531,0.6558,0.8471,0.3053
3132,2005,0.5748,0.8316,1.382,0.9687,0.5334,0.3796,0.3687,0.8965,0.7146,0.2221
3132,2006,0.49,0.587,1.255,0.4786,0.3312,0.389,0.4606,1.019,0.6381,0.2225
3132,2007,0.3954,0.5395,0.9587,0.6105,0.2879,0.3185,0.4018,0.8089,0.5208,0.2127
3132,2008,0.4479,0.7596,1.123,0.6615,0.411,0.3555,0.3432,0.9448,0.8354,0.2408
3132,2009,0.5054,0.7457,1.456,0.5259,0.1493,0.4278,0.4631,1.019,0.7078,0.2117
3132,2010,0.3969,0.3934,1.041,0.661,0.226,0.405,0.4285,1.089,0.6375,0.2339
3132,2011,0.3904,0.5742,0.9202,0.762,0.2789,0.3539,0.4014,0.9504,0.603,0.177
3132,2012,0.3804,0.406,1.142,0.3141,0.08618,0.3141,0.2976,0.8266,0.3835,0.301
3132,2013,0.3947,0.489,1.137,0.6013,0.2172,0.3447,0.3452,0.8969,0.8299,0.1983
3132,2014,0.4167,0.5786,1.038,0.5506,0.3346,0.3097,0.3144,0.8105,0.3958,0.3153
3132,2015,0.3537,0.5312,0.7971,0.6885,0.3536,0.3113,0.327,0.8015,0.8388,0.267
3132,2016,0.3262,0.4424,0.7643,0.7682,0.3073,0.2945,0.3543,0.7101,0.9185,0.2137
3132,2017,0.4924,0.4478,1.242,0.6311,0.2515,0.2855,0.2758,0.561,0.9774,0.2999
3132,2018,0.4457,0.4439,0.9333,1.214,0.2488,0.3203,0.3424,0.6534,0.8903,0.2288
3132,2019,0.6099,0.6631,1.471,0.7097,0.3468,0.3256,0.3434,0.7009,0.8463,0.2359
3132,2020,0.4182,0.5167,0.9792,0.7436,0.2312,0.3143,0.2979,0.7756,0.8785,0.1597
3133,1987,0.3303,0.3978,0.8095,0.469,0.2933,0.2733,0.3987,0.663,0.4753,0.101
3133,1988,0.3843,0.4657,0.8911,0.5704,0.2161,0.3337,0.4143,0.8406,0.706,0.05433
3133,1989,0.4017,0.5117,1.208,0.2773,0.1449,0.3066,0.3923,0.7137,0.6541,0.1045
3133,1990,0.3604,0.4658,0.9091,0.5205,0.2128,0.3191,0.3638,0.7826,0.7183,0.09363
3133,1991,0.3927,0.5579,0.9547,0.7114,0.1663,0.3002,0.3904,0.6927,0.622,0.2485
3133,1992,0.3524,0.461,0.7696,0.6986,0.2689,0.2336,0.2591,0.5301,0.5565,0.1577
3133,1993,0.3506,0.4118,0.7186,0.7452,0.3436,0.2764,0.3462,0.6237,0.706,0.168
3133,1994,0.2973,0.4065,0.7921,0.4746,0.2008,0.2712,0.3246,0.6782,0.5486,0.07252
3133,1995,0.3324,0.3603,0.7478,0.6046,0.2497,0.2906,0.3345,0.6392,0.5717,0.2257
3133,1996,0.347,0.4986,0.8795,0.4108,0.2752,0.3048,0.3409,0.7904,0.443,0.1272
3133,1997,0.3645,0.3853,0.9266,0.3716,0.2074,0.3282,0.3702,0.8035,0.445,0.2244
3133,1998,0.3988,0.463,0.9296,0.891,0.452,0.3304,0.4001,0.7861,0.3826,0.4215
3133,1999,0.2782,0.2097,0.6105,0.5043,0.3144,0.2633,0.2497,0.5575,0.5147,0.3998
3133,2000,0.3472,0.3707,1.015,0.3653,0.2347,0.2985,0.3421,0.7451,0.6454,0.1436
3133,2001,0.3754,0.3194,1.12,0.5636,0.1359,0.2992,0.3248,0.6809,0.508,0.3525
3133,2002,0.3423,0.2858,0.7451,0.8424,0.2419,0.2605,0.3264,0.5822,0.3456,0.282
3133,2003,0.4228,0.2536,1.083,0.5519,0.3754,0.2694,0.2745,0.5526,0.7151,0.2126
3133,2004,0.4961,0.4461,1.152,1.171,0.3272,0.362,0.3255,0.6816,0.7998,0.4665
3133,2005,0.5692,0.5033,1.595,0.9941,0.2147,0.3805,0.3973,0.7453,1.24,0.2411
3133,2006,0.5075,0.6751,1.294,1.015,0.1128,0.4216,0.4749,0.9774,0.9433,0.1476
3133,2007,0.5344,0.6992,1.447,0.614,0.2291,0.3974,0.5606,0.9282,0.6355,0.2061
3133,2008,0.5107,0.5895,1.116,1.223,0.1856,0.3653,0.4358,0.8573,0.7378,0.1395
3133,2009,0.6554,0.4902,1.006,2.321,0.3013,0.4271,0.4166,0.8649,1.245,0.2418
3133,2010,0.6963,0.7573,1.685,1.319,0.06422,0.4174,0.4392,0.8892,1.199,0.1104
3133,2011,0.5975,0.527,1.469,0.9566,0.1854,0.3594,0.3515,0.7815,0.9716,0.2414
3133,2012,0.5852,0.5518,1.474,0.9736,0.2428,0.3104,0.3456,0.569,0.9881,0.1897
3133,2013,0.5685,0.7161,1.423,0.7761,0.4842,0.3209,0.3199,0.6169,0.9583,0.4109
3133,2014,0.449,0.3102,0.8411,1.633,0.1942,0.3246,0.2995,0.7486,0.8797,0.2745
3133,2015,0.5372,0.3009,0.9016,1.451,0.4634,0.2937,0.282,0.5507,1.135,0.175
3133,2016,0.5136,0.3607,0.8278,1.389,0.1929,0.2921,0.2871,0.5318,1.031,0.2127
3133,2017,0.6038,0.4748,1.189,1.306,0.4035,0.3121,0.2757,0.5981,0.7917,0.3161
3133,2018,0.5534,0.528,1.177,1.206,0.01661,0.3032,0.2786,0.5768,0.9805,0.1826
3133,2019,0.4552,0.4468,0.6954,1.449,0.3041,0.2862,0.2207,0.5472,1.314,0.2192
3133,2020,0.5208,0.3367,1.004,1.788,0.3496,0.3343,0.2428,0.5599,1.058,0.2621
3141,1987,0.4389,0.6667,0.9678,0.7749,0.09149,0.2558,0.2838,0.5927,0.4819,0.1376
3141,1988,0.44,0.6423,1.053,0.8416,0.1383,0.2868,0.338,0.6911,0.3876,0.1838
3141,1989,0.4745,0.5181,0.9573,1.321,0.2855,0.2803,0.351,0.6507,0.5109,0.1463
3141,1990,0.4711,0.3777,0.884,1.348,0.2035,0.2786,0.3468,0.6662,0.4699,0.1082
3141,1991,0.4875,0.4563,0.9971,1.091,0.3922,0.2949,0.3439,0.6838,0.4776,0.2332
3141,1992,0.3923,0.5268,0.9446,0.9657,0.2433,0.2615,0.3122,0.6337,0.481,0.1037
3141,1993,0.4017,0.5543,1.071,0.3813,0.2466,0.2594,0.3064,0.6213,0.4983,0.195
3141,1994,0.4301,0.4521,1.243,0.249,0.2646,0.2593,0.2538,0.5942,0.6648,0.1254
3141,1995,0.4155,0.4903,1.058,0.4431,0.228,0.2478,0.2524,0.579,0.5108,0.134
3141,1996,0.4604,0.5893,1.234,0.413,0.2669,0.2548,0.2495,0.6139,0.5591,0.1185
3141,1997,0.475,0.4768,1.156,0.6905,0.1368,0.2431,0.2139,0.5925,0.6006,0.1842
3141,1998,0.398,0.5068,0.9282,0.9493,0.1872,0.3208,0.4236,0.7953,0.3597,0.1607
3141,1999,0.3885,0.5537,0.9563,0.6329,0.181,0.3168,0.4783,0.8426,0.3315,0.1993
3141,2000,0.4342,0.5433,1.082,0.5582,0.342,0.3154,0.3783,0.7375,0.5676,0.2412
3141,2001,0.4051,0.5703,1.031,0.638,0.286,0.3233,0.3616,0.7958,0.4881,0.1172
3141,2002,0.4681,0.4933,1.201,0.6478,0.2493,0.2766,0.2621,0.6819,0.6055,0.1029
3141,2003,0.424,0.5269,1.009,0.7304,0.2435,0.2881,0.328,0.6587,0.4953,0.09483
3141,2004,0.4337,0.5222,1.002,0.6881,0.3151,0.292,0.2802,0.61,0.5542,0.1866
3141,2005,0.5913,0.6906,1.545,0.9604,0.5156,0.3461,0.4011,0.8198,0.563,0.1731
3141,2006,0.6193,0.8488,1.703,0.5806,0.344,0.3449,0.4124,0.8011,0.5112,0.2801
3141,2007,0.5841,0.7491,1.52,0.7127,0.3108,0.3071,0.2658,0.639,0.7391,0.2543
3141,2008,0.5747,0.769,1.571,0.7278,0.3462,0.3016,0.3392,0.6605,0.6794,0.2674
3141,2009,0.5502,0.6079,1.486,1.001,0.4396,0.3509,0.384,0.6838,0.8252,0.257
3141,2010,0.5288,0.5566,1.338,1.265,0.3927,0.3468,0.3906,0.844,0.5181,0.1396
3141,2011,0.4403,0.4924,1.202,0.3084,0.3324,0.3143,0.3546,0.7786,0.7351,0.1638
3141,2012,0.5059,0.4943,1.337,0.6357,0.1469,0.2965,0.2674,0.6179,0.8892,0.2025
3141,2013,0.5964,0.5231,1.753,0.3205,0.2,0.3436,0.5477,0.7471,0.6586,0.2134
3141,2014,0.7944,0.765,2.394,0.4082,0.3836,0.358,0.5984,0.7582,0.4913,0.2477
3141,2015,0.6461,0.5646,1.205,1.69,0.2908,0.3106,0.4713,0.6569,0.5166,0.2014
3141,2016,0.6451,0.6401,1.423,1.23,0.1893,0.3688,0.658,0.8151,0.529,0.1905
3141,2017,0.5541,0.6795,1.416,0.8319,0.192,0.3651,0.7098,0.8623,0.2884,0.1463
3141,2018,0.5122,0.5182,1.139,1.333,0.3748,0.3194,0.5048,0.6517,0.5839,0.1329
3141,2019,0.5952,0.4703,1.494,0.9111,0.2482,0.3499,0.5831,0.7419,0.57,0.1323
3141,2020,0.4901,0.4352,1.252,0.5213,0.2643,0.3516,0.393,0.8807,0.5501,0.1058
3149,1987,0.4662,0.4984,1.008,0.962,0.2752,0.3577,0.401,0.9148,0.517,0.1868
3149,1988,0.4935,0.5469,1.221,0.8389,0.3393,0.3723,0.4275,0.8376,0.6302,0.3162
3149,1989,0.5987,0.698,1.726,0.225,0.2808,0.3882,0.4398,0.9734,0.8569,0.3326
3149,1990,0.6207,0.7478,1.683,0.4996,0.4679,0.4041,0.3698,1.069,0.689,0.1254
3149,1991,0.6219,0.5817,1.753,0.4897,0.4994,0.3824,0.4115,0.8833,0.7936,0.3484
3149,1992,0.501,0.573,1.219,0.7709,0.4125,0.363,0.4002,0.8276,0.748,0.3322
3149,1993,0.3908,0.5126,0.9211,0.6434,0.3612,0.3237,0.4388,0.8006,0.6498,0.2648
3149,1994,0.3783,0.401,0.8865,0.9789,0.2466,0.3477,0.4359,0.9667,0.4661,0.07664
